,DB00001,DB00002,DB00003,DB00004,DB00005,DB00006,DB00007,DB00008,DB00009,DB00010,DB00011,DB00012,DB00013,DB00014,DB00015,DB00016,DB00017,DB00018,DB00019,DB00020,DB00021,DB00022,DB00023,DB00024,DB00025,DB00026,DB00027,DB00028,DB00029,DB00030,DB00031,DB00032,DB00033,DB00034,DB00035,DB00036,DB00037,DB00038,DB00039,DB00040
DB00011,0.5296962542762805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16626181746222465,0.0,1.0,0.0,0.14745064442439776,0.0,0.0,0.0,0.16144600994552954,0.0,0.0,0.16434314876702047,0.0,0.12658075381568806,0.0,0.0,0.18454803187105506,0.0,0.0,0.0,0.24182147036811158,0.0,0.0,0.21685220170893665,0.2994906196721234,0.0,0.0,0.5502855237572252,0.0,0.1795631793202802,0.15407820532880157,0.0
DB00012,0.0,0.2549796549226579,0.0,0.44701845728875417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2979310287060041,0.0,0.0,0.10304498096562682,0.0,0.0,0.0,0.0,0.0,0.08569949899822242,0.0,0.10043334382428892,0.07822395097527833,0.3121499925816915,0.34919322452866,0.0,0.0,0.209904929293452,0.0,0.0,0.0,0.23976273902838968,0.0,0.0,0.0,0.0,0.0
DB00013,0.0,0.0,0.0,0.0,0.28883294896288453,0.0,0.0,0.33004808540823727,0.09956220426645769,0.0,0.14745064442439776,0.0,1.0,0.0,0.0,0.30811223964637674,0.0,0.0,0.0,0.09841325204479093,0.0,0.0,0.0,0.0,0.11051249845920502,0.0,0.0,0.0,0.0,0.0,0.19693598961561923,0.0,0.1793433195114609,0.24969566748047006,0.25579537639366645,0.10270216511240988,0.0,0.0,0.0,0.0
DB00014,0.0,0.0,0.2327926704071586,0.2247195867630302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2979310287060041,0.0,1.0000000000000002,0.0,0.33018091472537886,0.0,0.0,0.0,0.0,0.334624061679738,0.0,0.1763626733143798,0.0,0.2066837404396174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354710377804285,0.23632018784469477,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.1720953176534598,0.1825492833746071,0.0,0.21393398043575204,0.0,0.0,0.5066770435362296,0.0,0.0,0.0,0.0,0.0,0.0,0.20552870778687704,0.0,0.0,0.0,0.0,0.19397014084732428
DB00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30811223964637674,0.33018091472537886,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2855273165366794,0.2883067552453753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00017,0.11345315770917722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4422089424834194,0.16144600994552954,0.10304498096562682,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.4074591066423776,0.0,0.0,0.09733775406427508,0.10325055609884538,0.0,0.12100185790980482,0.0942440333124215,0.10474986883950912,0.13808004819695227,0.6676247965069815,0.0,0.0,0.16675446813167102,0.0,0.0,0.09480839900476402,0.0,0.0,0.13808004819695227,0.11848267611676208,0.0
DB00018,0.39193601689886187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.2513987028405234,0.0,0.0,0.0,0.24340840769303906,0.0,0.0,0.0,0.21665782152321028,0.0,0.0,0.40076502459503116,0.0,0.0,0.0,0.0,0.2818090252496251,0.0,0.0
DB00019,0.0,0.0,0.26425516120992915,0.0,0.0,0.21723523042925233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074591066423776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3093121167449785,0.0,0.0,0.0,0.2058348248549648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00020,0.2550647942275904,0.45132306518435444,0.0,0.0,0.0,0.0,0.0,0.0,0.35604910647208904,0.0,0.16434314876702047,0.0,0.09841325204479093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12317322888479083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19988956951595696,0.0,0.0,0.11446811416560423,0.40251078118976297,0.0,0.0,0.0
DB00021,0.0,0.0,0.0,0.33577918102330734,0.0,0.36186507042310356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334624061679738,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31534136500042764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00022,0.08895225239969116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12658075381568806,0.0,0.0,0.0,0.1720953176534598,0.0,0.09733775406427508,0.2513987028405234,0.0,0.0,0.0,1.0,0.1351380778794971,0.24336936640608975,0.15837162641646932,0.19139689653549152,0.21273282884572148,0.0,0.14579709227929674,0.0,0.0,0.13074281789536124,0.0,0.0,0.0,0.0,0.0,0.10826081482951344,0.09289561545695574,0.14359274117955245
DB00023,0.0,0.0,0.23200075085417834,0.0,0.41259761541063994,0.0,0.0,0.0,0.0,0.0,0.0,0.08569949899822242,0.0,0.1763626733143798,0.1825492833746071,0.0,0.10325055609884538,0.0,0.0,0.0,0.0,0.1351380778794971,1.0,0.0,0.47460629125735987,0.0783800080582331,0.08711740441458225,0.11483714045302733,0.0,0.0,0.0,0.0,0.0,0.0,0.07884937450997394,0.0,0.0,0.3978688246883619,0.0,0.15231531198836049
DB00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2855273165366794,0.0,0.0,0.0,0.0,0.0,0.24336936640608975,0.0,1.0,0.3025356992932402,0.0,0.2619015556261817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37606395240807805,0.0,0.0,0.0,0.0
DB00025,0.0,0.0,0.2718873674922439,0.0,0.0,0.0,0.0,0.0,0.12461124817626429,0.0,0.18454803187105506,0.10043334382428892,0.11051249845920502,0.2066837404396174,0.21393398043575204,0.2883067552453753,0.12100185790980482,0.0,0.0,0.12317322888479083,0.0,0.15837162641646932,0.47460629125735987,0.3025356992932402,1.0,0.0918554529522552,0.1020950219420868,0.1345804601629734,0.0,0.0,0.0,0.0,0.22446464560575,0.0,0.09240551500370607,0.12854119773012848,0.0,0.0,0.0,0.17850204817356224
DB00026,0.0,0.0,0.0,0.13174277018910524,0.0,0.0,0.0,0.0,0.0,0.2163439405748166,0.0,0.07822395097527833,0.0,0.0,0.0,0.0,0.0942440333124215,0.24340840769303906,0.3093121167449785,0.0,0.0,0.19139689653549152,0.0783800080582331,0.0,0.0918554529522552,1.0000000000000002,0.21226109343624333,0.10481992251932638,0.0,0.1345266368954311,0.0,0.0,0.0,0.0,0.07197136130547854,0.0,0.0,0.0,0.0,0.0
DB00027,0.0,0.0,0.0,0.3736359778376076,0.0,0.0,0.0,0.0,0.0,0.24046083983173194,0.0,0.3121499925816915,0.0,0.0,0.0,0.0,0.10474986883950912,0.0,0.0,0.0,0.0,0.21273282884572148,0.08711740441458225,0.2619015556261817,0.1020950219420868,0.21226109343624333,1.0,0.11650470326613009,0.0,0.14952296792628225,0.0,0.0,0.0,0.36186957853456436,0.07999435499495064,0.0,0.0,0.0,0.0,0.0
DB00028,0.0,0.3416721776357766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34919322452866,0.0,0.0,0.5066770435362296,0.0,0.13808004819695227,0.0,0.0,0.0,0.0,0.0,0.11483714045302733,0.0,0.1345804601629734,0.10481992251932638,0.11650470326613009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3212815437553122,0.0,0.0,0.0,0.0,0.0
DB00029,0.16993550614471645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6623614712890538,0.24182147036811158,0.0,0.0,0.0,0.0,0.0,0.6676247965069815,0.0,0.0,0.0,0.0,0.14579709227929674,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.2497727301384427,0.0,0.0,0.0,0.0,0.0,0.2068228276112395,0.17746895672039809,0.0
DB00030,0.0,0.0,0.2385324095673408,0.14839638837397634,0.0,0.1960894262952207,0.0,0.0,0.0,0.24369200208720002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21665782152321028,0.2058348248549648,0.0,0.0,0.0,0.0,0.0,0.0,0.1345266368954311,0.14952296792628225,0.0,0.0,0.9999999999999999,0.0,0.0,0.3436831277364867,0.0,0.0,0.0,0.0,0.24167030873023573,0.0,0.0
DB00031,0.0,0.0,0.0,0.21177013056523084,0.29168461766956066,0.22822205050639469,0.0,0.0,0.0,0.0,0.0,0.209904929293452,0.19693598961561923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31534136500042764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00032,0.15238882056216185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21685220170893665,0.0,0.0,0.0,0.0,0.0,0.16675446813167102,0.0,0.0,0.0,0.0,0.13074281789536124,0.0,0.0,0.0,0.0,0.0,0.0,0.2497727301384427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6229035020007043,0.18546734275865773,0.15914440492493664,0.0
DB00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20222323454796753,0.0,0.2994906196721234,0.0,0.1793433195114609,0.0,0.0,0.0,0.0,0.40076502459503116,0.0,0.19988956951595696,0.0,0.0,0.0,0.0,0.22446464560575,0.0,0.0,0.0,0.0,0.3436831277364867,0.0,0.0,1.0,0.0,0.0,0.20860088602023757,0.0,0.44703212900987266,0.0,0.0
DB00034,0.0,0.0,0.0,0.21217434888223144,0.0,0.0,0.30630965827204737,0.4226004228124297,0.22248416807648397,0.0,0.0,0.0,0.24969566748047006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186957853456436,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
DB00035,0.0,0.23459864454794063,0.0,0.0,0.0,0.0,0.0,0.2557625725392305,0.17039777510953663,0.0,0.0,0.23976273902838968,0.25579537639366645,0.0,0.20552870778687704,0.0,0.09480839900476402,0.0,0.0,0.0,0.0,0.0,0.07884937450997394,0.0,0.09240551500370607,0.07197136130547854,0.07999435499495064,0.3212815437553122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DB00036,0.26618068265036454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11580450323260426,0.0,0.5502855237572252,0.0,0.10270216511240988,0.0,0.0,0.0,0.0,0.0,0.0,0.11446811416560423,0.0,0.0,0.0,0.37606395240807805,0.12854119773012848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20860088602023757,0.0,0.0,0.9999999999999999,0.0,0.0,0.2779808006035841,0.2573991418716482
DB00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40251078118976297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6229035020007043,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0
DB00038,0.12618465893990413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795631793202802,0.0,0.0,0.0,0.0,0.0,0.13808004819695227,0.2818090252496251,0.0,0.0,0.0,0.10826081482951344,0.3978688246883619,0.0,0.0,0.0,0.0,0.0,0.2068228276112395,0.24167030873023573,0.0,0.18546734275865773,0.44703212900987266,0.0,0.0,0.0,0.0,1.0,0.13177858049931904,0.0
DB00039,0.10827557110029125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15407820532880157,0.0,0.0,0.0,0.0,0.0,0.11848267611676208,0.0,0.0,0.0,0.0,0.09289561545695574,0.0,0.0,0.0,0.0,0.0,0.0,0.17746895672039809,0.0,0.0,0.15914440492493664,0.0,0.0,0.0,0.2779808006035841,0.0,0.13177858049931904,1.0000000000000002,0.2712075085737838
DB00040,0.0,0.0,0.31196213409271434,0.0,0.0,0.0,0.4595158042543672,0.0,0.24952955872922808,0.0,0.0,0.0,0.0,0.0,0.19397014084732428,0.0,0.0,0.0,0.0,0.0,0.0,0.14359274117955245,0.15231531198836049,0.0,0.17850204817356224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573991418716482,0.0,0.0,0.2712075085737838,1.0
