,DB00001,DB00002,DB00003,DB00004,DB00005,DB00006,DB00007,DB00008,DB00009,DB00010,DB00011,DB00012,DB00013,DB00014,DB00015,DB00016,DB00017,DB00018,DB00019,DB00020,DB00021,DB00022,DB00023,DB00024,DB00025,DB00026,DB00027,DB00028,DB00029,DB00030,DB00031,DB00032,DB00033,DB00034,DB00035,DB00036,DB00037,DB00038,DB00039,DB00040
DB00011,0.2716845474421806,0.0,0.24610294714193065,0.0,0.0,0.0,0.0,0.0,0.0,0.1576725712717581,1.0,0.1502847518677464,0.0,0.10029424537909644,0.0,0.0,0.0,0.23102411018020796,0.0,0.0,0.0,0.17553546037248882,0.2716845474421806,0.11715733528116873,0.4223208889450606,0.1886238269369249,0.14967869572621947,0.0,0.0,0.3974141379891818,0.0,0.0,0.15030376426156744,0.0,0.0,0.0,0.07081768249440085,0.0,0.1376588856591097,0.0
DB00012,0.4826939824048237,0.24009351297111242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1502847518677464,1.0000000000000002,0.4826939824048237,0.17818984984644912,0.16824188663823336,0.25985831210715377,0.0,0.3387480355066839,0.0,0.0,0.0,0.31186871398526184,0.0,0.2081500080413649,0.0,0.0,0.0,0.6694128773933193,0.14695987036390623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12581970343814836,0.0,0.0,0.0
DB00013,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4028422536520119,0.0,0.0,0.0,0.4826939824048237,0.9999999999999998,0.0,0.0,0.0,0.5457355043115727,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.440824613304327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00014,0.0,0.0,0.11702225416857272,0.0,0.0,0.0,0.19187759945885682,0.0,0.0,0.0,0.10029424537909644,0.17818984984644912,0.0,0.9999999999999998,0.0,0.0,0.0,0.31030311309822367,0.0,0.1288544198142666,0.0,0.2081291477529732,0.0,0.13891128489557655,0.0,0.18614902324660498,0.0,0.0,0.0,0.0,0.0,0.22550779523059516,0.0,0.0,0.15948467555542678,0.11522103325209737,0.08396721592391332,0.0,0.0,0.0
DB00015,0.0,0.4854037854287807,0.0,0.0,0.15607406413864328,0.0,0.18116547808077427,0.0,0.0,0.0,0.0,0.16824188663823336,0.0,0.0,0.9999999999999999,0.16373777237325834,0.0,0.10672325291409238,0.0,0.17922239103701645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1536484135339585,0.09260000808335273,0.0,0.1975512195693961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00016,0.0,0.23366581153296534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25985831210715377,0.0,0.0,0.16373777237325834,1.0,0.0,0.16483959446124372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4380829023134112,0.23731793667251327,0.1430255109620275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00017,0.0,0.0,0.0,0.2476537889801724,0.19010214625154445,0.29346695423688013,0.0,0.4396906409095825,0.0,0.0,0.0,0.0,0.5457355043115727,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.5457355043115727,0.0,0.34020714940367575,0.0,0.0,0.0,0.1968426507326054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00018,0.0,0.15230191018332254,0.0,0.0,0.0,0.0,0.3061918950921619,0.0,0.0,0.12062747627458376,0.23102411018020796,0.3387480355066839,0.0,0.31030311309822367,0.10672325291409238,0.16483959446124372,0.0,1.0000000000000002,0.31284862515505346,0.0,0.11340922823520415,0.19783208750036718,0.0,0.13203873539552108,0.0,0.21258294680775652,0.0,0.15468234243968285,0.09322313085322452,0.20119810017605283,0.1066824184038161,0.2143509371932105,0.16939544511366003,0.17130816212167707,0.0,0.0,0.07981299009371716,0.0,0.0,0.0
DB00019,0.0,0.0,0.20439385201388718,0.0,0.1959914658875455,0.0,0.0,0.3077199004728043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31284862515505346,1.0,0.0,0.2083933883920344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673739847806092,0.0,0.0,0.0,0.20124779672669332,0.0,0.0,0.0,0.0
DB00020,0.0,0.2085934261497844,0.23562502152076634,0.0,0.15119057292396554,0.0,0.17549688717495635,0.0,0.43927132188330975,0.0,0.0,0.0,0.0,0.1288544198142666,0.17922239103701645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17025736314489748,0.3677348418025097,0.2597610034015921,0.0,0.0,0.1512223368575035,0.2062560518177785,0.0,0.2428293338902918,0.14586936771682296,0.26062992106328664,0.0,0.0,0.0,0.18478112328490964
DB00021,0.0,0.0,0.18475592334856863,0.0,0.0,0.0,0.11030949233229534,0.4574174303541968,0.0,0.3754728722573662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11340922823520415,0.2083933883920344,0.0,1.0000000000000002,0.30762044360016993,0.0,0.25982298032772416,0.0,0.0,0.12258024251429374,0.0,0.1449579854775196,0.0,0.20925084458725027,0.15575930538116067,0.18505730583280394,0.15263165618501057,0.0,0.0,0.0,0.0,0.0,0.0
DB00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17553546037248882,0.31186871398526184,0.0,0.2081291477529732,0.0,0.0,0.0,0.19783208750036718,0.0,0.0,0.30762044360016993,1.0,0.0,0.24312318471425604,0.0,0.0,0.0,0.0,0.29957157568757004,0.0,0.0,0.0,0.3824412192140119,0.0,0.0,0.0,0.14695981656463294,0.0,0.0,0.0
DB00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4028422536520119,0.0,0.29017581742537946,0.2716845474421806,0.0,0.4999999999999999,0.0,0.0,0.0,0.5457355043115727,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.4028422536520119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00024,0.0,0.0,0.25483639476607267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11715733528116873,0.2081500080413649,0.0,0.13891128489557655,0.0,0.0,0.0,0.13203873539552108,0.0,0.0,0.25982298032772416,0.24312318471425604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09808514168924123,0.0,0.3227307758204468,0.0
DB00025,0.0,0.0,0.0,0.20837028159876553,0.15994763459942624,0.24691643986584236,0.0,0.0,0.0,0.0,0.4223208889450606,0.0,0.0,0.0,0.0,0.0,0.34020714940367575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.1656189422043701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00026,0.0,0.0,0.15462333735025852,0.3600823671159046,0.2764037291654376,0.0,0.0,0.0,0.0,0.0,0.1886238269369249,0.0,0.0,0.18614902324660498,0.0,0.0,0.0,0.21258294680775652,0.0,0.17025736314489748,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.2796833616453987,0.0,0.0,0.2354748255343915,0.0,0.2107295998168008,0.15224335594083094,0.0,0.0,0.0,0.0
DB00027,0.27546413135269276,0.0,0.0,0.0,0.0,0.17796962521958046,0.0,0.18100564666413624,0.41069534965220755,0.0,0.14967869572621947,0.0,0.0,0.0,0.0,0.4380829023134112,0.0,0.0,0.0,0.3677348418025097,0.12258024251429374,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.11530945870498184,0.3501120006436278,0.0,0.22703252686816308,0.16385317765440857,0.0,0.0,0.22024189993908289,0.13957394970774473,0.0
DB00028,0.440824613304327,0.21926755640306148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6694128773933193,0.440824613304327,0.0,0.1536484135339585,0.23731793667251327,0.0,0.15468234243968285,0.0,0.2597610034015921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13421242109061685,0.0,0.22625785100004078,0.0,0.0,0.0,0.0,0.23227710197038362,0.0,0.0,0.0,0.0
DB00029,0.0,0.13214700385339792,0.17992179722320653,0.12056230633510985,0.09254513442221352,0.1428649768761304,0.0,0.0,0.19033522972778433,0.0,0.0,0.14695987036390623,0.0,0.0,0.09260000808335273,0.1430255109620275,0.1968426507326054,0.09322313085322452,0.0,0.0,0.1449579854775196,0.29957157568757004,0.0,0.0,0.1656189422043701,0.0,0.0,0.13421242109061685,0.9999999999999999,0.0,0.0,0.0,0.1802152940553103,0.0,0.19376553724882348,0.0,0.1208585700369102,0.0,0.17035145004098604,0.0
DB00030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23379016049390922,0.3974141379891818,0.0,0.0,0.0,0.0,0.0,0.0,0.20119810017605283,0.0,0.0,0.0,0.0,0.4028422536520119,0.0,0.0,0.2796833616453987,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.5686724773785573,0.0,0.0,0.0,0.2319110447694983,0.0,0.0,0.0
DB00031,0.0,0.2819200809375917,0.0,0.21710514603199174,0.0,0.0,0.10376654173591725,0.16863002084519635,0.0,0.10110142104168628,0.0,0.0,0.0,0.0,0.1975512195693961,0.0,0.0,0.1066824184038161,0.0,0.1512223368575035,0.20925084458725027,0.0,0.0,0.0,0.0,0.0,0.11530945870498184,0.22625785100004078,0.0,0.0,0.9999999999999998,0.14652052258479809,0.2202969253502895,0.1435783882862378,0.0,0.13522232243669705,0.0,0.0,0.0,0.0
DB00032,0.0,0.0,0.2370465196553991,0.0,0.0,0.0,0.20849223145841833,0.2299988417071872,0.0,0.0,0.0,0.0,0.0,0.22550779523059516,0.0,0.0,0.0,0.2143509371932105,0.2673739847806092,0.2062560518177785,0.15575930538116067,0.0,0.0,0.0,0.0,0.0,0.3501120006436278,0.0,0.0,0.0,0.14652052258479809,1.0000000000000002,0.0,0.28848391844053717,0.0,0.0,0.0,0.0,0.0,0.0
DB00033,0.0,0.0,0.0,0.2869294728063927,0.0,0.0,0.0,0.0,0.0,0.0,0.15030376426156744,0.0,0.0,0.0,0.0,0.0,0.0,0.16939544511366003,0.0,0.0,0.18505730583280394,0.3824412192140119,0.0,0.0,0.0,0.2354748255343915,0.0,0.0,0.1802152940553103,0.5686724773785573,0.2202969253502895,0.0,0.9999999999999998,0.0,0.0,0.0,0.19525370578115867,0.0,0.0,0.0
DB00034,0.0,0.0,0.0,0.0,0.0,0.0,0.16662591475210145,0.0,0.0,0.16234632553025807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17130816212167707,0.0,0.2428293338902918,0.15263165618501057,0.0,0.0,0.0,0.0,0.0,0.22703252686816308,0.0,0.0,0.0,0.1435783882862378,0.28848391844053717,0.0,1.0,0.3803457181175601,0.0,0.0,0.0,0.26423484362663907,0.0
DB00035,0.0,0.0,0.1324747901466791,0.0,0.0,0.23560179285716093,0.0,0.0,0.47433101816081197,0.0,0.0,0.0,0.0,0.15948467555542678,0.0,0.0,0.0,0.0,0.0,0.14586936771682296,0.0,0.0,0.0,0.0,0.0,0.2107295998168008,0.16385317765440857,0.0,0.19376553724882348,0.0,0.0,0.0,0.0,0.3803457181175601,0.9999999999999998,0.13043572189753946,0.16589237846230537,0.29156316098263285,0.233827085767862,0.0
DB00036,0.0,0.0,0.0957075163955196,0.0,0.399926083889351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11522103325209737,0.0,0.0,0.0,0.0,0.20124779672669332,0.26062992106328664,0.0,0.0,0.0,0.0,0.0,0.15224335594083094,0.0,0.23227710197038362,0.0,0.0,0.13522232243669705,0.0,0.0,0.0,0.13043572189753946,0.9999999999999998,0.0,0.0,0.0,0.0
DB00037,0.0,0.0,0.0,0.0,0.0,0.0,0.22933196419770183,0.0,0.16295552043480402,0.0,0.07081768249440085,0.12581970343814836,0.0,0.08396721592391332,0.0,0.0,0.0,0.07981299009371716,0.0,0.0,0.0,0.14695981656463294,0.0,0.09808514168924123,0.0,0.0,0.0,0.0,0.1208585700369102,0.2319110447694983,0.0,0.0,0.19525370578115867,0.0,0.16589237846230537,0.0,1.0,0.0,0.0,0.0
DB00038,0.0,0.0,0.0,0.41467239882700163,0.0,0.31668221044426753,0.3694808016546862,0.0,0.2864015036612263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22024189993908289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29156316098263285,0.0,0.0,1.0,0.0,0.0
DB00039,0.25334323750673743,0.0,0.17157117175633443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376588856591097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227307758204468,0.0,0.0,0.13957394970774473,0.0,0.17035145004098604,0.0,0.0,0.0,0.0,0.26423484362663907,0.233827085767862,0.0,0.0,0.0,0.9999999999999999,0.0
DB00040,0.0,0.27221366692365967,0.16781344098067905,0.0,0.0,0.0,0.0,0.0,0.22465696426321313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18478112328490964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
