cn,rai,jc,aai,pa,ccn,cra,wic,label,sim_atc,sim_mesh,sim_ade,sim_chemical
0,0.0,0.0,0.0,30,0,0.0,0.0,0,0.49903703,0.0,0.0,0.44
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.04
1,0.25,0.1666666666666666,0.7213475204444817,12,1,0.0,0.0,0,0.0,0.0856995,0.0,0.15384616
0,0.0,0.0,0.0,15,0,0.0,0.0,1,0.0,0.0,0.0,0.04
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.0,0.56
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.6126027,0.24167031,0.0,1.0
1,0.1666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,1,0.0,0.0,0.40284225,0.06666667
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.3243243
1,0.1666666666666666,0.0666666666666666,0.5581106265512472,64,2,0.1666666666666666,1000.0,1,0.0,0.0,0.1648396,0.33333334
1,0.3333333333333333,0.0833333333333333,0.9102392266268372,42,1,0.0,0.0,0,0.39532402,0.2550648,0.0,0.4347826
1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,0.28663954,0.0,0.0,0.11904762
0,0.0,0.0,0.0,15,0,0.0,0.0,1,0.0,0.0,0.0,0.11904762
1,0.2,0.0909090909090909,0.6213349345596119,36,1,0.0,0.0,0,0.4619283,0.0,0.0,0.4347826
0,0.0,0.0,0.0,32,0,0.0,0.0,0,0.0,0.40076503,0.16939545,0.44
1,0.125,0.1666666666666666,0.4808983469629878,6,2,0.125,1000.0,0,0.0,0.0,0.0,0.07692308
1,0.1666666666666666,0.2,0.5581106265512472,8,1,0.0,0.0,0,0.0,0.0,0.0,0.07692308
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.06666667
1,0.1666666666666666,0.1428571428571428,0.5581106265512472,12,1,0.0,0.0,0,0.0,0.14952298,0.0,0.102564104
0,0.0,0.0,0.0,12,0,0.0,0.0,1,0.0,0.0,0.0,0.4347826
0,0.0,0.0,0.0,40,0,0.0,0.0,0,0.32447812,0.0,0.0,0.44
0,0.0,0.0,0.0,12,0,0.0,0.0,1,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,18,0,0.0,0.0,1,0.0,0.0,0.0,0.09090909
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.70710677,0.0,0.5,0.04
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.0,0.15384616
0,0.0,0.0,0.0,2,0,0.0,0.0,0,0.6280872,0.0,0.31668222,1.0
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.09424403,0.0,0.44
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.0,0.20833333
1,0.25,0.1666666666666666,0.7213475204444817,12,1,0.0,0.0,0,0.0,0.0,0.0,0.14285715
0,0.0,0.0,0.0,24,0,0.0,0.0,1,0.0,0.0,0.0,1.0
1,0.2,0.0833333333333333,0.6213349345596119,42,1,0.0,0.0,0,0.0,0.0,0.0,0.21212122
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0.14285715
1,0.1428571428571428,0.1428571428571428,0.5138983423697507,16,2,0.1428571428571428,1000.0,1,0.43015662,0.0,0.0,1.0
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.6591508,0.0,0.0,0.13043478
2,0.3666666666666667,0.2857142857142857,1.179445561110859,20,2,0.0,0.0,0,0.0,0.0,0.19033523,0.21212122
0,0.0,0.0,0.0,30,0,0.0,0.0,1,0.0,0.2580426,0.0,1.0
0,0.0,0.0,0.0,40,0,0.0,0.0,1,0.0,0.0,0.0,0.17948718
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.08396722,0.15
0,0.0,0.0,0.0,40,0,0.0,0.0,1,0.65020853,0.0,0.11340923,0.4375
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.20833333
2,0.5,0.3333333333333333,1.4683498531780843,15,4,0.5,2000.0,0,0.0,0.20668374,0.0,0.09090909
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.19808641,0.0,0.0,0.44
0,0.0,0.0,0.0,40,0,0.0,0.0,1,0.0,0.0,0.0,0.4375
1,0.1666666666666666,0.1111111111111111,0.5581106265512472,25,1,0.0,0.0,0,0.0,0.0,0.0,0.21212122
2,0.2916666666666666,0.2,1.039008973514235,35,2,0.0,0.0,0,1.0,0.0,0.0,0.3030303
0,0.0,0.0,0.0,35,0,0.0,0.0,1,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.09090909
2,0.2678571428571428,0.1818181818181818,0.9947966893327386,40,2,0.0,0.0,0,0.0,0.0,0.0,0.33333334
1,0.125,0.1111111111111111,0.4808983469629878,21,2,0.125,1000.0,0,0.0,0.0,0.259761,1.0
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0.083333336
0,0.0,0.0,0.0,21,0,0.0,0.0,1,0.0,0.0,0.0,0.3243243
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.36517075,0.0,0.0,0.07692308
1,0.125,0.0833333333333333,0.4808983469629878,42,2,0.125,1000.0,1,1.0,0.0,0.24282934,0.56
1,0.125,0.25,0.4808983469629878,6,1,0.0,0.0,0,1.0,0.0,0.11522103,0.083333336
2,0.4583333333333333,0.2,1.391137573589825,35,2,0.0,0.0,0,0.0,0.0,0.15122233,0.15384616
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.0,0.122580245,0.11904762
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.4375
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.15384616
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.0,0.2
1,0.1428571428571428,0.125,0.5138983423697507,18,1,0.0,0.0,0,0.0,0.0,0.0,0.20454545
1,0.2,0.1666666666666666,0.6213349345596119,12,1,0.0,0.0,0,0.5850898,0.0,0.16589238,0.11904762
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.083333336
1,0.25,0.0909090909090909,0.7213475204444817,36,1,0.0,0.0,1,0.0,0.0,0.0,0.07692308
0,0.0,0.0,0.0,30,0,0.0,0.0,0,0.34087682,0.0,0.0,0.06666667
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.11848268,0.0,0.16666667
0,0.0,0.0,0.0,25,0,0.0,0.0,0,0.0,0.0,0.0,0.08888889
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.43015662,0.0,0.0,0.13157895
0,0.0,0.0,0.0,3,0,0.0,0.0,0,0.0,0.13808005,0.0,0.09090909
0,0.0,0.0,0.0,35,0,0.0,0.0,0,0.0,0.35604912,0.43927133,0.4347826
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.79246557,0.0,0.0,1.0
2,0.45,0.3333333333333333,1.3426824550040934,16,2,0.0,0.0,0,0.0,0.0,0.15462334,0.13157895
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0.083333336
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.13043478
1,0.1666666666666666,0.1428571428571428,0.5581106265512472,12,2,0.1666666666666666,1000.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.0,0.13043478
2,0.5,0.2857142857142857,1.4426950408889634,20,2,0.0,0.0,0,0.0,0.0,0.0,0.16666667
1,0.2,0.125,0.6213349345596119,18,1,0.0,0.0,0,0.0,0.44701844,0.0,1.0
0,0.0,0.0,0.0,30,0,0.0,0.0,0,0.2386907,0.0,0.0,0.19354838
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.42096338,0.0,0.0,0.13043478
0,0.0,0.0,0.0,5,0,0.0,0.0,0,0.0,0.0,0.0,0.102564104
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.0,0.3243243
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.28848392,0.33333334
2,0.4761904761904761,0.3333333333333333,1.424137568996588,15,2,0.0,0.0,0,0.0,0.4074591,0.0,0.19354838
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.11904762
1,0.1428571428571428,0.0909090909090909,0.5138983423697507,32,1,0.0,0.0,0,0.0,0.0,0.0,0.33333334
0,0.0,0.0,0.0,15,0,0.0,0.0,1,0.51672673,0.0,0.0,0.08888889
1,0.2,0.1428571428571428,0.6213349345596119,15,1,0.0,0.0,0,0.5603578,0.0,0.0,1.0
0,0.0,0.0,0.0,21,0,0.0,0.0,1,0.0,0.16434315,0.0,0.14285715
2,0.5333333333333333,0.2857142857142857,1.531574161186449,18,4,0.5333333333333333,2000.0,0,0.0,0.0,0.48269397,0.4347826
1,0.25,0.1666666666666666,0.7213475204444817,12,1,0.0,0.0,0,0.66438407,0.07822395,0.0,0.56
0,0.0,0.0,0.0,28,0,0.0,0.0,0,0.0,0.0,0.0,0.3030303
1,0.1666666666666666,0.1111111111111111,0.5581106265512472,25,2,0.1666666666666666,1000.0,1,0.0,0.0,0.0,0.04
3,0.525,0.3,1.7235682160822114,40,3,0.0,0.0,0,0.0,0.0,0.0,0.44
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.13074282,0.0,0.13043478
1,0.125,0.0769230769230769,0.4808983469629878,48,2,0.125,1000.0,1,0.0,0.0,0.0,0.33333334
1,0.2,0.25,0.6213349345596119,6,1,0.0,0.0,0,0.52645713,0.0,0.0,0.06666667
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.09185545,0.0,0.44
0,0.0,0.0,0.0,25,0,0.0,0.0,0,0.0,0.0,0.0,0.16666667
1,0.1666666666666666,0.1428571428571428,0.5581106265512472,15,1,0.0,0.0,0,0.54370004,0.0,0.259823,0.33333334
0,0.0,0.0,0.0,15,0,0.0,0.0,1,0.6476749,0.10043334,0.0,0.4347826
2,0.3666666666666667,0.2857142857142857,1.179445561110859,14,2,0.0,0.0,0,0.0,0.0,0.0,0.083333336
0,0.0,0.0,0.0,21,0,0.0,0.0,1,0.44572815,0.0,0.0,0.4347826
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.4746063,0.0,0.16666667
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.27132645,0.3025357,0.0,0.17948718
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.0,0.23143084,0.09090909
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.51950383,0.0,0.29017583,0.2
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.23704652,0.20454545
1,0.1666666666666666,0.1666666666666666,0.5581106265512472,10,1,0.0,0.0,0,0.0,0.15837163,0.0,0.09090909
1,0.25,0.1,0.7213475204444817,28,2,0.25,1000.0,1,0.48595947,0.0,0.0,0.4375
1,0.125,0.1666666666666666,0.4808983469629878,10,1,0.0,0.0,0,0.0,0.1158045,0.0,0.4347826
0,0.0,0.0,0.0,25,0,0.0,0.0,0,0.0,0.0,0.0,1.0
2,0.4166666666666666,0.2,1.279458146995729,32,2,0.0,0.0,0,0.0,0.24340841,0.21258295,1.0
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.10481992,0.0,0.56
0,0.0,0.0,0.0,16,0,0.0,0.0,1,0.0,0.0,0.0,0.3243243
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.13157895
0,0.0,0.0,0.0,30,0,0.0,0.0,1,0.0,0.0,0.20837028,0.4347826
0,0.0,0.0,0.0,9,0,0.0,0.0,1,0.0,0.29793102,0.17818984,0.083333336
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.4619283,0.08895225,0.0,0.09090909
0,0.0,0.0,0.0,18,0,0.0,0.0,1,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.18614902,0.07692308
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.6477447,0.0,0.0,0.17948718
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.22822206,0.0,0.06666667
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.17948718
0,0.0,0.0,0.0,14,0,0.0,0.0,0,0.0,0.0,0.0,0.083333336
0,0.0,0.0,0.0,35,0,0.0,0.0,1,0.0,0.0,0.15994763,0.21212122
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.12085857,1.0
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.1918776,0.06666667
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.20812915,1.0
0,0.0,0.0,0.0,24,0,0.0,0.0,1,0.0,0.16993551,0.0,0.21212122
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.50107354,0.0,0.0,1.0
1,0.1666666666666666,0.0714285714285714,0.5581106265512472,56,2,0.1666666666666666,1000.0,1,0.65020853,0.0,0.0,0.56
1,0.1666666666666666,0.1666666666666666,0.5581106265512472,12,1,0.0,0.0,0,0.0,0.24182147,0.0,0.11904762
0,0.0,0.0,0.0,24,0,0.0,0.0,1,0.0,0.3301809,0.0,0.13043478
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.1952537,0.21212122
1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,0.0,0.0,0.14652053,0.20833333
1,0.3333333333333333,0.1,0.9102392266268372,30,2,0.3333333333333333,1000.0,1,0.19728132,0.0,0.0,1.0
1,0.2,0.1666666666666666,0.6213349345596119,12,2,0.2,1000.0,0,0.0,0.0,0.0,0.04
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.6413195,0.0,0.13043572,0.14285715
0,0.0,0.0,0.0,10,0,0.0,0.0,1,0.7346893,0.0,0.0,0.11904762
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.27168456,0.08888889
2,0.5,0.25,1.4426950408889634,24,2,0.0,0.0,0,0.0,0.0,0.0,0.44
1,0.2,0.0833333333333333,0.6213349345596119,40,1,0.0,0.0,0,0.0,0.0,0.10672326,0.2
0,0.0,0.0,0.0,20,0,0.0,0.0,1,0.0,0.0,0.0,0.04
1,0.125,0.125,0.4808983469629878,18,1,0.0,0.0,0,0.0,0.0,0.0,0.07692308
1,0.1666666666666666,0.0909090909090909,0.5581106265512472,32,1,0.0,0.0,0,0.0,0.0,0.0,0.20833333
0,0.0,0.0,0.0,24,0,0.0,0.0,1,0.0,0.0,0.15468234,0.56
0,0.0,0.0,0.0,32,0,0.0,0.0,1,0.0,0.0,0.0,0.20454545
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.22243486,0.121001855,0.34020716,1.0
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.0,0.07692308
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.0,0.44
0,0.0,0.0,0.0,28,0,0.0,0.0,1,0.0,0.0,0.0,0.33333334
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.0,0.19354838
1,0.1428571428571428,0.0833333333333333,0.5138983423697507,40,1,0.0,0.0,0,0.0,0.28830674,0.0,0.17948718
1,0.125,0.1428571428571428,0.4808983469629878,7,1,0.0,0.0,0,0.0,0.0,0.0,0.15
1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,0.25005427,0.0,0.0,0.44
1,0.125,0.1111111111111111,0.4808983469629878,24,1,0.0,0.0,0,0.0,0.0,0.0,0.13157895
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0.07692308
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.0,0.0,0.15
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.33333334
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.49307448,0.0,0.0,0.3243243
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.0,0.21212122
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.5033927,0.0,0.0,0.14285715
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.48745343,0.4595158,0.0,0.20833333
0,0.0,0.0,0.0,30,0,0.0,0.0,0,0.0,0.0,0.26423484,0.2
1,0.1666666666666666,0.1666666666666666,0.5581106265512472,10,1,0.0,0.0,0,0.0,0.10209502,0.0,0.19354838
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.27188736,0.0,0.19354838
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.6413195,0.0,0.15948467,0.102564104
0,0.0,0.0,0.0,21,0,0.0,0.0,0,0.0,0.0,0.0,1.0
1,0.2,0.0909090909090909,0.6213349345596119,36,2,0.2,1000.0,1,0.0,0.14839639,0.0,0.083333336
1,0.2,0.2,0.6213349345596119,8,2,0.2,1000.0,0,0.3722614,0.0,0.0,0.06666667
2,0.5,0.25,1.4426950408889634,21,4,0.5,2000.0,0,0.33003792,0.0,0.0,0.33333334
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.20454545
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.17039777,0.47433102,0.19354838
1,0.1666666666666666,0.3333333333333333,0.5581106265512472,4,1,0.0,0.0,0,0.0,0.21273282,0.0,0.102564104
1,0.2,0.1111111111111111,0.6213349345596119,24,1,0.0,0.0,0,0.5588908,0.23853241,0.0,0.102564104
0,0.0,0.0,0.0,16,0,0.0,0.0,1,0.0,0.071971364,0.2107296,0.13157895
0,0.0,0.0,0.0,12,0,0.0,0.0,0,1.0,0.0,0.0,0.11904762
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.0,0.33333334
1,0.3333333333333333,0.0909090909090909,0.9102392266268372,35,1,0.0,0.0,0,0.49903703,0.12317323,0.0,0.4347826
1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,0.0,0.15238883,0.0,0.17948718
1,0.1428571428571428,0.0909090909090909,0.5138983423697507,36,1,0.0,0.0,0,0.0,0.0,0.0,0.33333334
1,0.25,0.125,0.7213475204444817,20,1,0.0,0.0,0,0.0,0.0,0.0,0.2
1,0.1428571428571428,0.1,0.5138983423697507,24,1,0.0,0.0,0,0.0,0.0,0.23102412,0.13157895
1,0.1666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,1,0.0,0.0,0.0,0.2
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.5603578,0.17746896,0.17035145,0.04
1,0.125,0.1428571428571428,0.4808983469629878,15,1,0.0,0.0,0,0.0,0.0,0.0,0.3030303
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.20849223,0.20833333
1,0.1666666666666666,0.0909090909090909,0.5581106265512472,32,1,0.0,0.0,0,0.53722847,0.0,0.0,0.2
1,0.2,0.1428571428571428,0.6213349345596119,15,1,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,10,0,0.0,0.0,1,0.27203447,0.21723524,0.0,0.102564104
1,0.125,0.125,0.4808983469629878,20,1,0.0,0.0,0,0.610114,0.0,0.0,0.08888889
1,0.1666666666666666,0.1666666666666666,0.5581106265512472,10,1,0.0,0.0,0,0.0,0.36186507,0.0,0.15
1,0.125,0.0909090909090909,0.4808983469629878,32,1,0.0,0.0,0,0.0,0.0,0.0,0.13157895
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.38244122,0.09090909
1,0.1428571428571428,0.1,0.5138983423697507,24,1,0.0,0.0,0,0.0,0.0,0.0,0.33333334
0,0.0,0.0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.083333336
0,0.0,0.0,0.0,20,0,0.0,0.0,0,1.0,0.0,0.0,1.0
1,0.3333333333333333,0.1111111111111111,0.9102392266268372,25,2,0.3333333333333333,1000.0,0,0.28955185,0.0,0.0,0.08888889
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.24610294,1.0
1,0.1428571428571428,0.0833333333333333,0.5138983423697507,40,1,0.0,0.0,0,0.39258614,0.0,0.31284863,0.13157895
0,0.0,0.0,0.0,28,0,0.0,0.0,0,0.0,0.0,0.27640373,0.4375
1,0.3333333333333333,0.1666666666666666,0.9102392266268372,12,1,0.0,0.0,0,0.0,0.6229035,0.0,0.33333334
1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,0.0,0.4025108,0.0,0.3030303
2,0.3666666666666667,0.25,1.179445561110859,24,3,0.2,0.9990009990009991,0,0.0,0.13452664,0.27968335,0.07692308
1,0.125,0.1111111111111111,0.4808983469629878,21,1,0.0,0.0,0,0.0,0.0,0.0,0.15
0,0.0,0.0,0.0,56,0,0.0,0.0,1,0.0,0.0,0.0,0.33333334
1,0.25,0.1428571428571428,0.7213475204444817,16,1,0.0,0.0,0,0.0,0.0,0.0,0.19354838
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.3367365,0.07999436,0.16385318,1.0
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.25497964,0.24009351,0.56
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.5854946,0.0,0.0,0.4375
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.17636268,0.0,0.06666667
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.6339077,0.0,0.18862383,0.13157895
0,0.0,0.0,0.0,12,0,0.0,0.0,1,0.0,0.37363598,0.0,0.14285715
1,0.1666666666666666,0.2,0.5581106265512472,9,2,0.1666666666666666,1000.0,0,0.0,0.0,0.10029425,0.102564104
0,0.0,0.0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.3694808,0.06666667
0,0.0,0.0,0.0,14,0,0.0,0.0,0,0.0,0.11446811,0.26062992,1.0
1,0.25,0.1111111111111111,0.7213475204444817,24,2,0.25,1000.0,0,0.0,0.0,0.0,0.17948718
0,0.0,0.0,0.0,20,0,0.0,0.0,1,0.6245361,0.0,0.0,0.08888889
1,0.1666666666666666,0.0909090909090909,0.5581106265512472,36,1,0.0,0.0,0,0.0,0.21217436,0.0,0.56
2,0.3666666666666667,0.2222222222222222,1.179445561110859,28,2,0.0,0.0,0,0.0,0.0,0.0,0.15384616
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.17934331,0.0,0.21212122
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.28552732,0.0,1.0
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.102564104
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.11030949,0.04
0,0.0,0.0,0.0,35,0,0.0,0.0,1,0.465096,0.0,0.0,0.04
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.33874804,0.56
1,0.1666666666666666,0.2,0.5581106265512472,8,2,0.1666666666666666,1000.0,0,0.0,0.25174382,0.0,0.102564104
1,0.2,0.1666666666666666,0.6213349345596119,10,1,0.0,0.0,0,0.4116889,0.0,0.13957395,0.08888889
0,0.0,0.0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.15
2,0.625,0.2222222222222222,1.923593387851952,24,4,0.625,2000.0,0,0.0,0.0,0.23731793,0.3243243
1,0.2,0.1111111111111111,0.6213349345596119,16,1,0.0,0.0,0,0.0,0.0,0.0,0.13157895
1,0.1428571428571428,0.1428571428571428,0.5138983423697507,15,1,0.0,0.0,0,0.28548858,0.0,0.3077199,0.20454545
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.5524943,0.0,0.0,0.13043478
1,0.3333333333333333,0.1111111111111111,0.9102392266268372,25,1,0.0,0.0,0,0.0,0.0,0.0,0.11904762
1,0.2,0.1,0.6213349345596119,24,1,0.0,0.0,0,0.7597558,0.0,0.3061919,0.2
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.32700133,0.0,0.0,0.102564104
